net,length_um
net1383,391.69µm
net1457,391.64µm
clknet_6_46_0_clk,391.28µm
_10687_,391.03µm
_06142_,390.93µm
_10676_,390.9µm
net769,390.82µm
net1589,390.47µm
_06380_,390.4µm
_10100_,390.16µm
_06462_,389.51µm
net565,389.27µm
clknet_6_31_0_clk,389.04µm
net1541,388.28µm
net1729,388.23µm
_06422_,387.57µm
_04939_,387.06µm
net280,386.9µm
net1029,386.24µm
_05784_,385.89µm
net783,385.58µm
net1422,385.58µm
_10805_,385.53µm
_06559_,385.48µm
_11067_,385.38µm
net1690,385.28µm
net1518,385.07µm
clknet_6_54_0_clk,384.56µm
net1683,384.46µm
net898,384.41µm
_11196_,384.36µm
net821,384.36µm
clknet_6_56_0_clk,384.2µm
clknet_6_28_0_clk,383.39µm
_06582_,383.09µm
_12116_,383.04µm
_10240_,382.73µm
net89,382.37µm
net152,382.27µm
net1434,382.02µm
net860,380.77µm
_04905_,380.65µm
net885,380.18µm
_03860_,379.94µm
net493,379.93µm
net1750,379.27µm
net776,378.96µm
_11184_,378.38µm
net1325,378.15µm
_10568_,378µm
clknet_6_13_0_clk,377.23µm
_05230_,377.18µm
net391,376.98µm
net68,376.57µm
net197,376.52µm
net866,376.52µm
net326,376.47µm
net1718,376.01µm
net337,375.6µm
_06660_,375.46µm
net510,375.25µm
net551,374.89µm
net888,374.43µm
_06333_,374.23µm
net1419,374.02µm
net1019,373.72µm
net600,372.8µm
net1519,372.39µm
net1373,371.53µm
net147,371.48µm
net790,370.97µm
_05820_,370.92µm
_10340_,370.87µm
_06476_,370.72µm
_06735_,369.58µm
net1053,369.49µm
net1585,369.09µm
net1661,368.58µm
net640,368.27µm
_04977_,367.51µm
_04776_,367.46µm
net1523,367.3µm
net774,367.25µm
_10128_,366.9µm
net997,366.67µm
net1822,366.64µm
net632,366.54µm
clknet_6_59_0_clk,366.54µm
_05494_,366.44µm
_05717_,366.34µm
_07547_,366.24µm
net969,365.93µm
pp_inst.core_inst.key_q\[122\],365.83µm
pp_inst.core_inst.key_q\[89\],365.78µm
net221,365.37µm
net958,365.22µm
net1370,364.3µm
net1777,364.25µm
net1710,364µm
net315,363.84µm
net239,363.79µm
net346,363.79µm
_10744_,363.64µm
net114,363.56µm
_05696_,363.07µm
_03360_,362.37µm
_03454_,362.03µm
_03637_,361.91µm
net1528,361.7µm
_06320_,361.68µm
net740,361.4µm
net1533,361.4µm
_10208_,360.63µm
net773,360.51µm
net588,360.43µm
net1644,360.38µm
net1668,359.82µm
_03684_,359.62µm
_08703_,359.01µm
net919,358.8µm
net1458,358.05µm
net277,356.97µm
net168,356.79µm
_10624_,356.31µm
net295,356.1µm
net1018,356.05µm
net203,355.95µm
net1590,355.8µm
_06278_,355.7µm
_10692_,355.24µm
_10177_,354.83µm
net297,354.58µm
_09948_,354.17µm
net1052,354.17µm
net140,352.59µm
_04223_,352.49µm
net131,352.49µm
_11006_,352.43µm
_11925_,352.39µm
net1810,352.03µm
net1388,351.52µm
net1424,350.05µm
clknet_6_7_0_clk,349.74µm
net1387,349.69µm
_04959_,349.54µm
net940,349.03µm
net1691,348.62µm
net1382,348.21µm
_05275_,347.85µm
net144,347.55µm
net1586,347.5µm
clknet_6_55_0_clk,347.45µm
_10353_,347.35µm
_09796_,347.17µm
_11663_,347.1µm
_05217_,346.51µm
net1804,346.38µm
net293,346.23µm
net901,346.02µm
_10566_,345.26µm
_09947_,345.23µm
clknet_6_36_0_clk,344.75µm
_10548_,344.45µm
net580,344.19µm
clknet_6_12_0_clk,344.09µm
_06324_,343.89µm
_11935_,343.38µm
net1784,343.07µm
net573,343.02µm
net1743,343.02µm
net702,342.92µm
net910,341.8µm
_10977_,341.7µm
_09925_,341.65µm
pp_inst.core_inst.key_q\[121\],341.19µm
_04826_,341.14µm
_05728_,341.14µm
net736,341.14µm
net485,340.73µm
pp_inst.core_inst.key_q\[25\],340.02µm
clknet_6_26_0_clk,339.71µm
_03358_,339.56µm
net226,339.15µm
net285,339µm
_06367_,338.44µm
net1728,338.44µm
net1449,338.34µm
_10915_,337.99µm
clknet_6_57_0_clk,337.88µm
_10327_,337.83µm
net193,337.83µm
net1666,337.42µm
_11908_,337.32µm
net52,337.27µm
key\[18\],336.76µm
pp_inst.core_inst.key_q\[57\],336.2µm
net977,336.15µm
_05292_,336.1µm
_06419_,336.1µm
_10556_,336.05µm
_10504_,335.59µm
net1337,335.59µm
_10433_,335.49µm
net765,335.31µm
net159,335.28µm
net768,335.28µm
net164,335.23µm
net1025,335.18µm
net1688,335.18µm
clknet_6_60_0_clk,334.62µm
_10103_,334.47µm
net1356,334.47µm
net210,334.06µm
net1799,333.81µm
_05803_,333.72µm
_09946_,333.65µm
net1393,333.55µm
_09909_,333.4µm
net1600,333.3µm
net1447,332.94µm
net1403,332.79µm
_04803_,332.74µm
net1035,332.38µm
net1650,332.23µm
_04845_,331.57µm
net1664,331.41µm
net1020,330.8µm
net467,330.75µm
net329,330.7µm
_05335_,330.5µm
net243,330.19µm
net618,329.94µm
_09942_,329.81µm
net24,329.58µm
net472,328.97µm
net803,328.05µm
net518,327.09µm
_04485_,326.13µm
_10757_,326.07µm
_06458_,325.51µm
_10902_,325.1µm
net163,325µm
net185,324.49µm
net1515,323.83µm
net1830,323.83µm
_10085_,323.78µm
net1604,323.47µm
net728,323.42µm
net1455,323.37µm
_09976_,323.22µm
_09970_,323.17µm
net1834,322.56µm
net1814,322.53µm
net1406,322.05µm
_10172_,321.69µm
net1376,321.23µm
_09831_,320.93µm
_05063_,320.57µm
clknet_6_33_0_clk,320.52µm
_10768_,320.47µm
pp_inst.core_inst.key_q\[58\],320.01µm
_11173_,319.68µm
_04908_,319.25µm
net292,318.43µm
net1725,318.33µm
net1323,318.23µm
net1539,318.23µm
clknet_6_8_0_clk,317.92µm
pp_inst.core_inst.key_q\[90\],317.57µm
net1427,317.57µm
net1516,317.16µm
net711,316.8µm
_05446_,316.55µm
_06010_,316.06µm
net153,315.73µm
_06077_,315.59µm
_04357_,315.48µm
net1,315.33µm
net1477,315.02µm
_10155_,314.72µm
clknet_6_6_0_clk,314.56µm
net1491,314.41µm
_10934_,314.36µm
pp_inst.core_inst.key_q\[56\],314.36µm
_12250_,314.21µm
net621,313.8µm
net1593,313.8µm
_06384_,313.24µm
clknet_6_0_0_clk,313.24µm
_05306_,313.14µm
_10025_,313.14µm
net831,313.06µm
_09904_,312.73µm
_03498_,312.48µm
net542,312.17µm
_10063_,312.02µm
_10319_,311.61µm
net645,311.61µm
_09460_,311.51µm
spi_ctrl.word_buf\[14\],311.46µm
_10571_,311.15µm
_10090_,310.9µm
net582,310.69µm
net781,310.49µm
net188,310.39µm
net1607,310.03µm
_11129_,309.83µm
net1062,309.78µm
clknet_6_1_0_clk,309.47µm
net537,309.37µm
rx_data\[7\],309.14µm
net1036,308.96µm
net998,308.76µm
clknet_6_45_0_clk,308.35µm
net364,308.05µm
net923,307.13µm
net1704,306.62µm
_10491_,306.47µm
net1063,306.47µm
net971,306.42µm
_09923_,306.32µm
net560,306.21µm
net1697,305.96µm
net1398,305.5µm
_10486_,305.4µm
net1392,304.99µm
net1646,304.94µm
net1432,304.69µm
net1529,304.43µm
pp_inst.core_inst.key_q\[60\],304.28µm
net1031,303.72µm
_04577_,303.62µm
net1316,303.56µm
net270,303.41µm
net532,302.85µm
net1545,302.7µm
net201,302.65µm
net578,302.65µm
net1748,302.5µm
net1475,302.09µm
net911,302.04µm
net1051,301.78µm
_06342_,301.48µm
net779,301.38µm
net492,300.97µm
pp_inst.core_inst.key_q\[26\],300.5µm
net1707,300.46µm
net363,300.41µm
net1414,300.31µm
net613,299.8µm
pp_inst.core_inst.key_q\[120\],299.14µm
_05706_,299.09µm
clknet_6_11_0_clk,298.93µm
_11359_,298.58µm
net25,298.07µm
net1334,297.61µm
net1397,297.61µm
net809,297.56µm
net1833,297.25µm
net1024,297.05µm
_04806_,296.95µm
net1536,296.54µm
_05829_,296.34µm
clknet_6_2_0_clk,295.83µm
_03817_,295.49µm
_12160_,295.31µm
_05764_,294.76µm
pp_inst.core_inst.reg_fsm_i.data_q\[9\],294.76µm
net732,294.76µm
_10774_,294.71µm
_04787_,294.66µm
_05119_,294.56µm
net1813,294.4µm
net1826,294.3µm
net1609,294.15µm
net296,293.89µm
clknet_6_9_0_clk,293.69µm
net734,293.08µm
net1643,292.57µm
net1821,292.52µm
_09305_,292.37µm
_05432_,292.32µm
net1339,292.32µm
spi_ctrl.word_buf\[2\],291.86µm
_10476_,291.81µm
net990,291.6µm
net547,291.5µm
_03861_,291.25µm
net48,290.84µm
net246,290.84µm
net1702,290.79µm
net1603,290.33µm
_10631_,290.13µm
_06517_,289.67µm
net1630,289.31µm
net1711,288.65µm
spi_ctrl.word_buf\[17\],288.55µm
net1402,288.45µm
_10956_,287.53µm
net1602,287.48µm
net753,287.02µm
_10754_,286.82µm
net1818,286.46µm
net1626,286.31µm
_04993_,286.26µm
key\[22\],286.26µm
_06350_,286.08µm
_10108_,285.65µm
clknet_6_25_0_clk,285.39µm
net988,285.24µm
net1490,284.93µm
_10772_,284.58µm
_10199_,284.53µm
_09936_,284.48µm
net1381,284.12µm
clknet_6_38_0_clk,284.12µm
_09248_,283µm
net1801,282.64µm
net1632,282.59µm
_04842_,282.29µm
clknet_6_39_0_clk,282.08µm
net1484,281.93µm
net552,281.57µm
net1395,281.52µm
net1486,281.47µm
net1807,281.47µm
net604,281.32µm
net1843,281.27µm
net274,280.76µm
net577,280.6µm
_06642_,280.58µm
_04730_,280.4µm
clknet_6_30_0_clk,280.35µm
net1717,280.1µm
_11945_,280µm
net1645,279.64µm
net304,279.43µm
net1811,279.03µm
net1727,278.72µm
net1423,278.47µm
net1791,278.16µm
net1605,276.99µm
net1723,276.94µm
net1803,276.89µm
bdi_valid\[0\],276.84µm
_09962_,276.74µm
_05684_,276.69µm
net1802,276.43µm
_10831_,276.33µm
_10895_,275.62µm
_06161_,275.57µm
net1655,275.26µm
_10553_,275.01µm
_10593_,274.96µm
net1652,274.7µm
net324,274.5µm
_03771_,274.45µm
_03905_,274.4µm
_10836_,274.4µm
net1030,274.19µm
net1765,273.99µm
_09837_,273.89µm
_06118_,273.84µm
net1660,273.68µm
net1670,273.58µm
_04850_,273.38µm
_04902_,273.38µm
net1481,273.02µm
_10786_,272.87µm
net1401,272.87µm
_05091_,272.82µm
net442,272.82µm
_06573_,272.77µm
net1675,272.41µm
net1478,272.36µm
_10477_,272.21µm
net1482,272.1µm
net471,271.8µm
_04805_,271.7µm
_11083_,271.24µm
net1699,271.19µm
net1492,270.27µm
net1454,270.22µm
clknet_6_19_0_clk,270.12µm
pp_inst.core_inst.key_q\[124\],269.92µm
net686,269.61µm
pp_inst.core_inst.key_q\[59\],269.56µm
clknet_6_24_0_clk,269.25µm
net1335,268.64µm
net1824,268.59µm
key\[4\],268.39µm
_09891_,268.34µm
_10716_,267.78µm
net1756,267.32µm
_05965_,267.22µm
net1597,267.22µm
net1625,266.96µm
_10217_,266.71µm
net117,266.35µm
net938,266.25µm
net1480,265.18µm
net1785,265.18µm
net738,265.08µm
net1744,265.08µm
net1499,264.98µm
net935,264.52µm
net255,264.01µm
net989,263.96µm
key\[23\],263.91µm
net1874,263.86µm
net1494,262.99µm
_10281_,262.89µm
_09553_,262.79µm
_09900_,262.74µm
net1669,262.28µm
_06181_,262.18µm
clknet_6_35_0_clk,261.82µm
net1782,261.67µm
net1642,261.31µm
net1720,261.31µm
clknet_6_43_0_clk,261.26µm
_10254_,261.21µm
_10894_,261.06µm
_10585_,261.01µm
_11120_,260.19µm
net512,260.09µm
net1671,260.04µm
net1873,259.43µm
net1530,259.38µm
_04268_,259.02µm
_06680_,258.92µm
net1591,258.92µm
net1716,258.76µm
net257,258.56µm
_06068_,258.21µm
key\[6\],257.75µm
net1308,257.7µm
pp_inst.core_inst.reg_fsm_i.data_q\[13\],257.46µm
net306,257.34µm
_11941_,257.22µm
_10066_,257.04µm
net433,256.88µm
_10111_,256.68µm
_09897_,256.63µm
net694,256.22µm
_04784_,256.02µm
_10017_,255.51µm
_10225_,255.41µm
clknet_6_40_0_clk,255.1µm
net424,254.95µm
_10308_,254.9µm
_05859_,254.85µm
clknet_6_22_0_clk,254.54µm
net47,254.44µm
net1451,254.44µm
net60,254.36µm
_05391_,254.34µm
_11804_,254.21µm
net1831,254.03µm
_06858_,253.9µm
net500,253.88µm
net1047,253.88µm
_04992_,253.73µm
net1827,253.32µm
net1846,253.32µm
pp_inst.core_inst.asconp_i.round_cnt\[0\],253.17µm
net1842,252.96µm
net1712,252.3µm
net1649,252.2µm
net1851,252.2µm
_09931_,252.15µm
net1601,251.74µm
net1800,251.74µm
net996,251.64µm
_06545_,251.54µm
_05519_,251.49µm
net682,251.08µm
net658,251.03µm
net501,250.98µm
net1828,250.98µm
clknet_6_17_0_clk,250.77µm
_03407_,250.32µm
net1007,250.11µm
net1470,249.91µm
_11356_,249.86µm
_11102_,249.25µm
_06532_,248.64µm
_04630_,248.13µm
_09847_,248.08µm
_04801_,247.67µm
net1408,247.62µm
net1421,247.21µm
_05886_,247.01µm
net1809,246.65µm
net26,246.14µm
net99,246.09µm
net321,246.04µm
net995,245.99µm
net1595,245.99µm
net1444,245.63µm
_10846_,245.43µm
net1714,245.43µm
_05133_,245.38µm
_10513_,245.33µm
net1618,244.97µm
_11520_,244.92µm
net27,244.92µm
net1624,244.87µm
clknet_6_29_0_clk,244.87µm
_04927_,244.82µm
net1465,244.69µm
clknet_6_42_0_clk,244.46µm
net963,244.21µm
pp_inst.core_inst.key_q\[24\],244.16µm
net486,243.9µm
_06611_,243.7µm
_08670_,243.6µm
_10458_,243.14µm
net1507,242.63µm
net1732,242.17µm
clknet_6_41_0_clk,241.71µm
spi_ctrl.word_buf\[6\],241.46µm
net1034,241.46µm
pp_inst.core_inst.key_q\[40\],241.41µm
net1599,241.1µm
net1764,241.1µm
net1796,241.1µm
bdi_type\[0\],241µm
_05190_,240.9µm
_07480_,240.85µm
_11785_,240.85µm
net18,240.49µm
net1054,240.39µm
_11002_,240.03µm
net528,240.03µm
_05999_,239.73µm
_10391_,239.37µm
net1500,239.22µm
net660,238.96µm
_06736_,238.71µm
_10119_,238.61µm
net59,238.61µm
_04883_,238.1µm
_10590_,238.05µm
net1004,237.64µm
net715,237.59µm
_10345_,236.98µm
_06724_,235.96µm
_11739_,235.96µm
_05474_,235.86µm
net1693,235.5µm
net1508,235.45µm
_06050_,235.37µm
_06569_,235.35µm
_10348_,235.35µm
_10636_,235.35µm
_10850_,235.3µm
_06434_,234.74µm
_10357_,234.69µm
_11085_,234.08µm
net631,233.72µm
pp_inst.core_inst.asconp_i.x3\[8\],233.31µm
net1665,233.06µm
_11338_,233.01µm
_11949_,233.01µm
_09506_,232.75µm
_09863_,232.6µm
_11211_,232.5µm
net463,232.29µm
net1638,232.09µm
_04086_,231.89µm
net1724,231.58µm
net1613,231.43µm
_09521_,230.92µm
net16,230.92µm
net1692,230.87µm
pp_inst.core_inst.key_q\[44\],230.82µm
_06358_,230.72µm
net1673,230.36µm
_06096_,230.21µm
clknet_6_20_0_clk,230.21µm
net1871,229.8µm
net1628,229.24µm
_06209_,229.06µm
net407,228.78µm
clknet_6_18_0_clk,228.78µm
net1620,228.68µm
net5,228.53µm
net1682,228.27µm
clknet_6_34_0_clk,228.12µm
_05695_,228.02µm
net535,227.66µm
_11157_,227.61µm
net1648,227.61µm
net415,227.51µm
_06116_,227.41µm
net661,227µm
net1616,227µm
net1488,226.95µm
_05362_,226.24µm
net983,225.98µm
net272,225.93µm
_06472_,225.78µm
net1721,225.42µm
_04629_,225.32µm
_05433_,225.18µm
pp_inst.core_inst.key_q\[123\],224.61µm
_11930_,224.56µm
net396,223.69µm
net416,223.64µm
net1503,223.64µm
net1858,223.03µm
_06851_,222.88µm
net1680,222.57µm
net791,222.47µm
_09967_,221.96µm
net1485,221.96µm
net1504,221.91µm
net1705,221.68µm
net1023,221.45µm
net1033,221.4µm
_11142_,221.35µm
_10974_,221.3µm
net1853,220.89µm
_04942_,220.74µm
_06594_,220.74µm
pp_inst.core_inst.key_q\[104\],220.74µm
net724,220.69µm
net385,220.43µm
key\[13\],220.28µm
net709,220.18µm
net1463,219.97µm
net1505,219.87µm
net1634,219.72µm
net43,219.67µm
_06913_,219.62µm
net1722,219.56µm
net1672,219.52µm
_03503_,219.44µm
_06546_,219.44µm
net1696,219.36µm
net339,219.21µm
_04891_,219.06µm
net677,218.4µm
net6,218.04µm
_10268_,217.94µm
_05402_,217.89µm
_11328_,217.84µm
net880,217.81µm
pp_inst.core_inst.reg_fsm_i.data_q\[15\],217.53µm
_11112_,217.43µm
net137,217.02µm
_11482_,216.87µm
net1768,216.26µm
_06189_,215.8µm
pp_inst.core_inst.reg_fsm_i.data_q\[7\],215.8µm
net395,215.8µm
_11170_,215.09µm
_05293_,215.04µm
net494,214.73µm
net1619,214.32µm
_10094_,213.66µm
clknet_6_3_0_clk,213.51µm
_05148_,213.41µm
net572,213.41µm
net469,213.1µm
_11590_,212.95µm
net1538,212.95µm
net1857,212.54µm
net1798,212.49µm
clknet_6_23_0_clk,212.39µm
net420,211.88µm
net1769,211.52µm
net358,211.37µm
_06171_,211.32µm
net1009,211.32µm
_04788_,211.22µm
net1653,210.96µm
net422,210.91µm
net1775,210.81µm
net8,210.76µm
_10182_,210.3µm
net1010,210.25µm
_05685_,210.15µm
_05727_,210.05µm
net4,210µm
_10160_,209.69µm
_05020_,209.64µm
net1452,209.59µm
net1867,209.59µm
_09927_,209.54µm
net1861,209.18µm
pp_inst.core_inst.key_q\[39\],209.03µm
_09549_,208.98µm
_11133_,208.98µm
_06531_,208.93µm
pp_inst.core_inst.key_q\[88\],208.93µm
net1832,208.72µm
net636,208.67µm
_10604_,208.47µm
net1377,208.42µm
pp_inst.core_inst.key_q\[28\],208.37µm
_05487_,207.76µm
net46,207.45µm
net1453,207.35µm
_06670_,207.3µm
net1510,207.04µm
net1651,206.99µm
net1633,206.98µm
net533,206.89µm
net1836,206.84µm
_04849_,206.69µm
pp_inst.core_inst.asconp_i.x3\[55\],206.38µm
net1002,205.72µm
_05307_,205.52µm
net490,205.31µm
net71,205.21µm
_10434_,205.11µm
net1412,205.11µm
_10076_,205.06µm
_11088_,204.96µm
net1773,204.65µm
net10,204.6µm
_09763_,204.55µm
net44,204.5µm
net834,204.22µm
_10278_,204.14µm
_10137_,204.09µm
_04755_,203.89µm
_05976_,203.89µm
_09000_,203.84µm
net521,203.48µm
net1806,203.48µm
net66,203.43µm
net460,202.92µm
net1587,202.92µm
pp_inst.core_inst.key_q\[92\],202.87µm
net679,202.87µm
_07378_,202.82µm
net1469,202.82µm
net1854,202.41µm
net1749,202.36µm
pp_inst.core_inst.key_q\[103\],202.31µm
_10611_,202.21µm
net1027,202µm
net1733,201.9µm
spi_ctrl.word_buf\[10\],201.65µm
_04636_,201.19µm
net1502,200.93µm
_09456_,200.68µm
net1792,200.12µm
net1522,200.07µm
pp_inst.core_inst.reg_fsm_i.data_q\[14\],199.66µm
net55,199.61µm
net133,199.56µm
net1008,199.1µm
net1770,199.1µm
key\[8\],198.9µm
net690,198.44µm
net1006,198.44µm
_11336_,198.29µm
pp_inst.core_inst.key_q\[23\],197.22µm
net1509,197.17µm
_03452_,197.12µm
bdi\[24\],197.12µm
net423,196.91µm
_06504_,196.71µm
net1046,196.66µm
_10245_,196.25µm
net1788,196.2µm
_06298_,196.15µm
_05936_,196.1µm
_10267_,196.1µm
net406,196.1µm
net685,195.64µm
net1849,195.59µm
net1866,195.59µm
net1783,195.44µm
_10249_,195.08µm
net1759,195.08µm
_05821_,194.93µm
_11348_,194.93µm
_10323_,194.88µm
net934,194.57µm
net1703,194.57µm
net1445,194.47µm
net1473,194.26µm
net450,193.91µm
net1389,193.91µm
pp_inst.core_inst.key_q\[72\],193.81µm
_06406_,193.76µm
net61,193.55µm
pp_inst.core_inst.key_q\[91\],193.45µm
net356,193.45µm
_09864_,193.4µm
net237,193.4µm
_09459_,192.94µm
net1780,192.94µm
net1012,192.89µm
net1460,192.89µm
net1872,192.89µm
net1309,192.84µm
net1636,192.84µm
pp_inst.core_inst.asconp_i.x3\[43\],192.79µm
_06153_,192.69µm
net1774,192.33µm
net1467,192.23µm
_06009_,192.08µm
key\[15\],192.08µm
pp_inst.core_inst.key_q\[87\],191.82µm
net1596,191.82µm
net1641,191.62µm
net374,191.36µm
net427,191.36µm
net1726,191.26µm
net1468,190.65µm
_10689_,190.56µm
net79,190.24µm
net491,190.09µm
net1667,190.04µm
net1776,189.99µm
net1812,189.58µm
spi_ctrl.state\[6\],189.48µm
net393,189.48µm
net937,189.48µm
net353,189.07µm
_04978_,188.86µm
net1859,188.82µm
net402,188.36µm
_11549_,188.31µm
net430,188.26µm
_11189_,188.21µm
_09455_,188.03µm
net1808,187.44µm
_05729_,187.19µm
net1847,187.19µm
net1794,186.73µm
_05078_,186.68µm
net1658,186.68µm
_07877_,186.53µm
net688,186.02µm
_09584_,185.71µm
net1817,185.66µm
_10517_,185.46µm
_09520_,184.64µm
net392,184.39µm
_06598_,184.34µm
_07173_,184.24µm
net404,184.03µm
net82,183.88µm
net675,183.42µm
net555,183.37µm
_10775_,183.32µm
net1615,183.22µm
_09934_,183.12µm
net1863,182.96µm
net369,182.86µm
_09747_,182.71µm
net1825,182.66µm
net1647,182.3µm
pp_inst.core_inst.key_q\[108\],182.15µm
net432,182.15µm
pp_inst.core_inst.key_q\[8\],182.1µm
_05776_,181.44µm
pp_inst.core_inst.asconp_i.x3\[38\],181.23µm
net77,181.18µm
_09556_,180.98µm
net986,180.98µm
_05877_,180.57µm
net459,180.52µm
_10091_,180.47µm
net12,180.06µm
net1405,179.96µm
net1870,179.91µm
net1734,179.86µm
net1787,179.4µm
_06789_,179.35µm
pp_inst.core_inst.asconp_i.x3\[19\],179.35µm
net63,179.35µm
net397,179.35µm
net1715,179.3µm
_09861_,179.25µm
_10028_,179.25µm
_09577_,178.94µm
net452,178.89µm
net1631,178.74µm
net359,178.43µm
net678,178.43µm
net530,178.38µm
_10277_,178.28µm
net1336,178.23µm
_09505_,178.18µm
_06086_,178.13µm
_05050_,178.08µm
_07106_,177.67µm
pp_inst.core_inst.reg_fsm_i.data_q\[0\],177.67µm
_05659_,177.16µm
pp_inst.core_inst.reg_fsm_i.data_q\[11\],176.5µm
_04128_,176.45µm
_05563_,176.45µm
_06710_,176.45µm
net497,176.45µm
_10299_,176.4µm
net54,176.29µm
net674,176.09µm
pp_inst.core_inst.key_q\[5\],176.04µm
net1374,175.99µm
net1498,175.53µm
net1471,175.48µm
net437,174.87µm
net84,174.41µm
_10304_,174.31µm
_07646_,174.16µm
_06490_,173.6µm
_12159_,173.6µm
net1850,173.44µm
net399,173.34µm
_09469_,173.14µm
spi_ctrl.tx_shift_reg\[7\],173.09µm
net32,172.88µm
_10965_,172.63µm
net526,172.27µm
net505,172.12µm
net1708,172.07µm
_09290_,171.92µm
_11506_,171.92µm
net368,171.71µm
net22,171.56µm
net1013,171.56µm
pp_inst.core_inst.asconp_i.x3\[0\],171.05µm
net933,171.05µm
rx_valid,171µm
net15,170.95µm
_10748_,170.9µm
_11940_,170.85µm
net1844,170.64µm
net1778,170.59µm
net1005,170.54µm
_11007_,170.48µm
spi_ctrl.state\[8\],170.44µm
_10820_,170.39µm
_09761_,170.34µm
key\[19\],170.34µm
net695,169.98µm
net468,169.83µm
net83,169.78µm
pp_inst.core_inst.key_q\[102\],169.73µm
net495,169.42µm
net1840,169.32µm
net1629,169.27µm
_11208_,169.17µm
net994,169.16µm
_11200_,169.12µm
net440,168.91µm
net1823,168.71µm
_10143_,168.66µm
_04829_,168.61µm
net53,168.35µm
_09950_,168.25µm
pp_inst.core_inst.key_q\[99\],168.15µm
_11119_,168.05µm
_11320_,168µm
net13,167.84µm
net67,167.59µm
net941,167.54µm
_09709_,167.49µm
net1709,167.13µm
net1487,167.08µm
net1656,167.03µm
net1760,166.93µm
_09265_,166.88µm
net457,166.77µm
net502,166.57µm
pp_inst.core_inst.asconp_i.x3\[50\],166.52µm
_05458_,166.42µm
net466,166.06µm
pp_inst.core_inst.asconp_i.x3\[45\],166.01µm
pp_inst.core_inst.pro_ad,165.96µm
net377,165.96µm
net1479,165.91µm
